"n","seed","K","parameter","estimate","se"
388,0,1,"b_tt_1",-0.0597705186229696,0.00425715102305226
388,0,1,"b_tc_1",-0.13181507039016,0.013505557695667
388,0,1,"b_hw_1",-0.0374507809295703,0.00184771638783697
388,0,1,"b_ch_1",-1.15206947571179,0.0434191827824656
388,0,2,"b_tt_1",-0.277801835306928,0.038503460319381
388,0,2,"b_tt_2",-0.0629513472369435,0.00553921797117817
388,0,2,"b_tc_1",-1.88959714452888,0.229241116809751
388,0,2,"b_tc_2",-0.0879874687586071,0.01409850635484
388,0,2,"b_hw_1",-0.0508248695730933,0.00766389235102219
388,0,2,"b_hw_2",-0.0432948507102258,0.00279991542362361
388,0,2,"b_ch_1",-2.47272726476837,0.262799380090344
388,0,2,"b_ch_2",-1.04631142388104,0.0642818432037062
388,0,2,"delta_1",0,NA
388,0,2,"delta_2",0.825205552315391,0.168559762124114
388,0,3,"b_tt_1",-0.34145637714859,0.0553417131759731
388,0,3,"b_tt_2",-0.227441148472162,0.0367799262220461
388,0,3,"b_tt_3",-0.0478925026916437,0.00586130125656042
388,0,3,"b_tc_1",-1.04272975333794,0.172276171189516
388,0,3,"b_tc_2",-1.83124679719618,0.256539593192292
388,0,3,"b_tc_3",-0.0522846355815922,0.0139261241455013
388,0,3,"b_hw_1",-0.0689865896941832,0.00840475196478195
388,0,3,"b_hw_2",-0.0468108338105321,0.0102206068232881
388,0,3,"b_hw_3",-0.0411245366201386,0.00345719536421034
388,0,3,"b_ch_1",-3.92991818612958,0.486193081377401
388,0,3,"b_ch_2",-1.72313553591424,0.281747874001372
388,0,3,"b_ch_3",-0.763504060275192,0.0830591670873077
388,0,3,"delta_1",0,NA
388,0,3,"delta_2",-0.672319151208643,0.243666487604627
388,0,3,"delta_3",0.243737296984051,0.204900905349355
250,1,1,"b_tt_1",-0.0627970654157571,0.00547352754211474
250,1,1,"b_tc_1",-0.130800650023064,0.017174243731197
250,1,1,"b_hw_1",-0.0400908186194902,0.0023600295751882
250,1,1,"b_ch_1",-1.1533293185499,0.0546603295301607
250,1,2,"b_tt_1",-0.197043768430904,0.0216030882027133
250,1,2,"b_tt_2",-0.0443102704305146,0.00717524239560169
250,1,2,"b_tc_1",-0.758356607014866,0.0789593319559088
250,1,2,"b_tc_2",-0.0551349594088375,0.0158143987958226
250,1,2,"b_hw_1",-0.0639884152519976,0.00676812401099515
250,1,2,"b_hw_2",-0.0342176220651166,0.00390019775523209
250,1,2,"b_ch_1",-2.70901324549889,0.218876559577321
250,1,2,"b_ch_2",-0.465411974453984,0.0925023882670551
250,1,2,"delta_1",0,NA
250,1,2,"delta_2",-0.324716968042723,0.195534003243092
250,1,3,"b_tt_1",-0.430335681604239,0.139150365966157
250,1,3,"b_tt_2",-0.178229145686173,0.00660639727384166
250,1,3,"b_tt_3",-0.030409673445873,0.0217071465501357
250,1,3,"b_tc_1",-0.631403380089485,0.220552448670545
250,1,3,"b_tc_2",-0.737812594511354,0.0161543937678489
250,1,3,"b_tc_3",-0.0464639185750175,0.0808001962976854
250,1,3,"b_hw_1",-0.0659430375289125,0.0172911018781536
250,1,3,"b_hw_2",-0.0683711306708215,0.00423046499189743
250,1,3,"b_hw_3",-0.0340982821579431,0.00797759514836423
250,1,3,"b_ch_1",-2.31909036085661,0.617215951324769
250,1,3,"b_ch_2",-2.7800920096683,0.103526343713516
250,1,3,"b_ch_3",-0.371862295847291,0.252344951380677
250,1,3,"delta_1",0,NA
250,1,3,"delta_2",1.29333432399103,0.354821508947378
250,1,3,"delta_3",0.856578857795096,0.352301166790978
250,2,1,"b_tt_1",-0.0606529708922233,0.0052850375864234
250,2,1,"b_tc_1",-0.140911146185761,0.0172058944936427
250,2,1,"b_hw_1",-0.0340762761722484,0.00220416314008214
250,2,1,"b_ch_1",-1.11925874817619,0.0534305442215204
250,2,2,"b_tt_1",-0.299472307274091,0.0066300040150077
250,2,2,"b_tt_2",-0.0621370077710006,0.0516426504773648
250,2,2,"b_tc_1",-2.13374320841733,0.0173265604494755
250,2,2,"b_tc_2",-0.0915837060940562,0.305049013176944
250,2,2,"b_hw_1",-0.0492075566132105,0.00339054834094986
250,2,2,"b_hw_2",-0.0404924122567539,0.00985885282472516
250,2,2,"b_ch_1",-2.68476321025944,0.0754171761858325
250,2,2,"b_ch_2",-1.01534479141187,0.35217699393703
250,2,2,"delta_1",0,NA
250,2,2,"delta_2",0.807350416565383,0.20700231909954
250,2,3,"b_tt_1",-0.20598730890097,0.0103199338467522
250,2,3,"b_tt_2",-0.130841838153053,0.0410727609515595
250,2,3,"b_tt_3",-0.0581991840376082,0.017405369923546
250,2,3,"b_tc_1",-1.74552967782096,0.0210373580570399
250,2,3,"b_tc_2",-0.313819097184487,0.269702296071357
250,2,3,"b_tc_3",-0.0578661484565291,0.0499796048494466
250,2,3,"b_hw_1",-0.0488795319677727,0.00485578229164941
250,2,3,"b_hw_2",-0.0536991694589448,0.0098109380509482
250,2,3,"b_hw_3",-0.0313257437654952,0.00672593298196879
250,2,3,"b_ch_1",-1.82218958081085,0.130353144016572
250,2,3,"b_ch_2",-2.47686764996561,0.293213565300671
250,2,3,"b_ch_3",-0.323094505603849,0.241453130314461
250,2,3,"delta_1",0,NA
250,2,3,"delta_2",0.723319931333083,0.279018547031969
250,2,3,"delta_3",0.116559065813333,0.267064465684751
250,3,1,"b_tt_1",-0.0604461697263371,0.00544178812603827
250,3,1,"b_tc_1",-0.126572225301906,0.0178018174733843
250,3,1,"b_hw_1",-0.0398141371560904,0.00233568002063013
250,3,1,"b_ch_1",-1.1277060238098,0.0534385692599347
250,3,2,"b_tt_1",-0.48151422306315,0.00596210186291417
250,3,2,"b_tt_2",-0.0543889465621106,0.0721588908025622
250,3,2,"b_tc_1",-2.72709792582856,0.0191051920735898
250,3,2,"b_tc_2",-0.0743841491578453,0.42155643675439
250,3,2,"b_hw_1",-0.0406241847726297,0.00309037835730946
250,3,2,"b_hw_2",-0.0482888511304311,0.00879798589346805
250,3,2,"b_ch_1",-3.08658816130877,0.0691608925331433
250,3,2,"b_ch_2",-1.02931150610008,0.410291995719912
250,3,2,"delta_1",0,NA
250,3,2,"delta_2",1.13775615630007,0.225069081022308
250,3,3,"b_tt_1",-0.483115323818872,0.0089831899390291
250,3,3,"b_tt_2",-0.119459648015788,0.0160665403619497
250,3,3,"b_tt_3",-0.0403604545999816,0.0715159195607722
250,3,3,"b_tc_1",-2.78880124039674,0.0305501290215542
250,3,3,"b_tc_2",-0.126667728612534,0.0355971999145902
250,3,3,"b_tc_3",-0.148493276343582,0.416592062104019
250,3,3,"b_hw_1",-0.0372444287326925,0.00728905955264352
250,3,3,"b_hw_2",-0.0337139661561508,0.00628913684216069
250,3,3,"b_hw_3",-0.07912083758114,0.0092263258589414
250,3,3,"b_ch_1",-3.03512378310025,0.172415433533786
250,3,3,"b_ch_2",-0.724826623657202,0.151906774629184
250,3,3,"b_ch_3",-1.64337617749651,0.416504773778566
250,3,3,"delta_1",0,NA
250,3,3,"delta_2",0.33500236138975,0.263397300021063
250,3,3,"delta_3",0.771543004610628,0.247244746478368
250,4,1,"b_tt_1",-0.0757541228815296,0.00587902939403602
250,4,1,"b_tc_1",-0.188026072891169,0.018355214921914
250,4,1,"b_hw_1",-0.0371664575448946,0.00238228322101601
250,4,1,"b_ch_1",-1.28004313038237,0.0579179785079342
250,4,2,"b_tt_1",-0.386118531630059,0.0570110532543536
250,4,2,"b_tt_2",-0.0764196652138208,0.00702255724638954
250,4,2,"b_tc_1",-2.44088977311862,0.360379935453345
250,4,2,"b_tc_2",-0.129949032475957,0.0202874949048015
250,4,2,"b_hw_1",-0.0444777729188145,0.0106734327047139
250,4,2,"b_hw_2",-0.0457774245568431,0.00356612693442791
250,4,2,"b_ch_1",-2.83559589491424,0.389579005489194
250,4,2,"b_ch_2",-1.24048639301045,0.0846354442173261
250,4,2,"delta_1",0,NA
250,4,2,"delta_2",0.958129716178408,0.221150595612907
250,4,3,"b_tt_1",-0.398579353618372,0.0694727895316809
250,4,3,"b_tt_2",-0.352110096731109,0.0787724831722673
250,4,3,"b_tt_3",-0.0533778719460991,0.00796298791856907
250,4,3,"b_tc_1",-2.86732946946106,0.211493737890058
250,4,3,"b_tc_2",-1.10717751266062,0.559076692289919
250,4,3,"b_tc_3",-0.0695756537589426,0.0209496011383396
250,4,3,"b_hw_1",-0.0280345115614295,0.0134760259950209
250,4,3,"b_hw_2",-0.0817434126080646,0.0140542562625291
250,4,3,"b_hw_3",-0.041558127330597,0.00429406656218775
250,4,3,"b_ch_1",-1.84788514283034,0.741860988330829
250,4,3,"b_ch_2",-4.46877097181957,0.452054713136869
250,4,3,"b_ch_3",-0.890959149463588,0.103689283360159
250,4,3,"delta_1",0,NA
250,4,3,"delta_2",1.1358120194484,0.2860188361809
250,4,3,"delta_3",1.22163653474701,0.236103045839376
250,5,1,"b_tt_1",-0.0580901574092567,0.00550516301309176
250,5,1,"b_tc_1",-0.142602412874171,0.017596454243333
250,5,1,"b_hw_1",-0.0386833020612781,0.00239873630823896
250,5,1,"b_ch_1",-1.26699169108667,0.0569851894030493
250,5,2,"b_tt_1",-0.248717148002782,0.0526555248196381
250,5,2,"b_tt_2",-0.0279607984202887,0.00623855955214359
250,5,2,"b_tc_1",-0.827609479180447,0.150081781913454
250,5,2,"b_tc_2",-0.0512583497336951,0.0189641434824828
250,5,2,"b_hw_1",-0.0541430605167228,0.00649080228559639
250,5,2,"b_hw_2",-0.0382744733618899,0.00378416316390615
250,5,2,"b_ch_1",-3.1744587487495,0.450944853260718
250,5,2,"b_ch_2",-0.71616517395474,0.110581569278332
250,5,2,"delta_1",0,NA
250,5,2,"delta_2",-0.0517632661097972,0.275047944726828
250,5,3,"b_tt_1",-0.438654755131591,0.0154150063443255
250,5,3,"b_tt_2",-0.107417164123475,0.00958274516531966
250,5,3,"b_tt_3",-0.0388898417485009,0.0652761056846352
250,5,3,"b_tc_1",-2.66088316993803,0.0342003169986999
250,5,3,"b_tc_2",-0.116438247630846,0.0311275872883793
250,5,3,"b_tc_3",-0.134271643307784,0.395595525916304
250,5,3,"b_hw_1",-0.0503462733611197,0.00656983499545675
250,5,3,"b_hw_2",-0.0204593331404902,0.00972105302036605
250,5,3,"b_hw_3",-0.086044735957625,0.00996608960890965
250,5,3,"b_ch_1",-3.20154223296146,0.181819473111491
250,5,3,"b_ch_2",-1.18996142076943,0.155001656773173
250,5,3,"b_ch_3",-1.43062657587682,0.369098475706166
250,5,3,"delta_1",0,NA
250,5,3,"delta_2",0.0110952351931632,0.334658326905717
250,5,3,"delta_3",0.407671332979814,0.292118795306661
250,6,1,"b_tt_1",-0.054608920080816,0.00517224630543609
250,6,1,"b_tc_1",-0.120997392109477,0.0166244567931117
250,6,1,"b_hw_1",-0.0371207346620678,0.00228577029951669
250,6,1,"b_ch_1",-1.16949122691909,0.0544524623671698
250,6,2,"b_tt_1",-0.077111584421716,0.0131683777277361
250,6,2,"b_tt_2",-0.0702184011984884,0.0106851852782237
250,6,2,"b_tc_1",-0.110345640680323,0.0685870918788385
250,6,2,"b_tc_2",-0.368497693665979,0.021661032786056
250,6,2,"b_hw_1",-0.034916394165485,0.00754479066833637
250,6,2,"b_hw_2",-0.0518313713082599,0.00491769303490595
250,6,2,"b_ch_1",-0.697975959231458,0.208568478968282
250,6,2,"b_ch_2",-2.1289618554202,0.10401553223407
250,6,2,"delta_1",0,NA
250,6,2,"delta_2",0.0978392275899254,0.261723024642031
250,6,3,"b_tt_1",-0.312535941926874,0.107702249343224
250,6,3,"b_tt_2",-0.257837663062914,0.00725227738011608
250,6,3,"b_tt_3",-0.0276581439501176,0.0435362333687504
250,6,3,"b_tc_1",-2.25924392148832,0.623503963000489
250,6,3,"b_tc_2",-0.439908201935199,0.0217278147797645
250,6,3,"b_tc_3",-0.0379163728015362,0.0781884245721105
250,6,3,"b_hw_1",-0.0409269589011027,0.0148770305919483
250,6,3,"b_hw_2",-0.0666574286644792,0.00454586381488794
250,6,3,"b_hw_3",-0.0401620314078687,0.00941322214258868
250,6,3,"b_ch_1",-2.04705411760188,0.530843382323218
250,6,3,"b_ch_2",-3.15187933378857,0.109163464507419
250,6,3,"b_ch_3",-0.73915876637708,0.453781918241359
250,6,3,"delta_1",0,NA
250,6,3,"delta_2",0.723354728132673,0.345216660562329
250,6,3,"delta_3",0.815481005217885,0.333678300785876
250,7,1,"b_tt_1",-0.0581612336883593,0.00493420244459506
250,7,1,"b_tc_1",-0.1088413575341,0.0159764257372317
250,7,1,"b_hw_1",-0.0371070067617108,0.00231773880187571
250,7,1,"b_ch_1",-1.16317061865525,0.0540999579186829
250,7,2,"b_tt_1",-0.0851434107932734,0.0140638482140731
250,7,2,"b_tt_2",-0.0801127556044181,0.00885690605598994
250,7,2,"b_tc_1",-0.421121317066382,0.059624512385301
250,7,2,"b_tc_2",-0.086902960659429,0.0183653899010674
250,7,2,"b_hw_1",-0.0517045709405735,0.00701768402719857
250,7,2,"b_hw_2",-0.0345125473395246,0.00491464859575577
250,7,2,"b_ch_1",-2.07241822435753,0.166684519383331
250,7,2,"b_ch_2",-0.729081814354249,0.108483817456821
250,7,2,"delta_1",0,NA
250,7,2,"delta_2",-0.138145579928646,0.248372841131527
250,7,3,"b_tt_1",-0.33175240564095,0.0585072522714977
250,7,3,"b_tt_2",-0.253826910145549,0.00677323407868597
250,7,3,"b_tt_3",-0.0417691726219102,0.0567094156166011
250,7,3,"b_tc_1",-0.977921749490773,0.408242041745231
250,7,3,"b_tc_2",-1.90629546401697,0.0157969770137663
250,7,3,"b_tc_3",-0.0348323630315935,0.186280972527648
250,7,3,"b_hw_1",-0.0814317516116502,0.0139048633423395
250,7,3,"b_hw_2",-0.04095173403321,0.00410150153975171
250,7,3,"b_hw_3",-0.0371596464860576,0.0133580376123702
250,7,3,"b_ch_1",-3.59147501645802,0.514479693079082
250,7,3,"b_ch_2",-2.40873991633551,0.0976550922960229
250,7,3,"b_ch_3",-0.714491006607648,0.528039906348195
250,7,3,"delta_1",0,NA
250,7,3,"delta_2",-0.698526256254658,0.27215406999815
250,7,3,"delta_3",0.220740842128744,0.309892780143295
250,8,1,"b_tt_1",-0.0603300537961954,0.00533848825823969
250,8,1,"b_tc_1",-0.121534934496523,0.0167990196924117
250,8,1,"b_hw_1",-0.0373522194960662,0.00230291060817283
250,8,1,"b_ch_1",-1.144537015487,0.0542603459422682
250,8,2,"b_tt_1",-0.21863930266197,0.00695882581479015
250,8,2,"b_tt_2",-0.0397360657631701,0.0273560157570158
250,8,2,"b_tc_1",-0.81070766329346,0.0158718178125261
250,8,2,"b_tc_2",-0.0534457530645628,0.0988582917190686
250,8,2,"b_hw_1",-0.0567365251895676,0.00377734645158935
250,8,2,"b_hw_2",-0.0324390765757672,0.00628143270551707
250,8,2,"b_ch_1",-2.79066651991283,0.0887400846988168
250,8,2,"b_ch_2",-0.507969203683434,0.254418002102924
250,8,2,"delta_1",0,NA
250,8,2,"delta_2",-0.217388833137282,0.200870204086891
250,8,3,"b_tt_1",-0.253414250753162,0.0527666155364676
250,8,3,"b_tt_2",-0.245113739677066,0.0467652447952871
250,8,3,"b_tt_3",-0.0474604594263256,0.00796324237774209
250,8,3,"b_tc_1",-2.09621045244698,0.179960105087186
250,8,3,"b_tc_2",-0.745292743337475,0.32096648874739
250,8,3,"b_tc_3",-0.0551357164799885,0.0167622730868816
250,8,3,"b_hw_1",-0.0445691363875858,0.00831495045245733
250,8,3,"b_hw_2",-0.0681039176521409,0.0135714491826642
250,8,3,"b_hw_3",-0.0363638098862119,0.00458278283284675
250,8,3,"b_ch_1",-1.64965453305262,0.389265994269687
250,8,3,"b_ch_2",-3.27997750404378,0.341012568011207
250,8,3,"b_ch_3",-0.468214781243304,0.115516261450267
250,8,3,"delta_1",0,NA
250,8,3,"delta_2",0.999849416604816,0.296592347931803
250,8,3,"delta_3",0.722208869025463,0.243833672960557
250,9,1,"b_tt_1",-0.0620659734417175,0.00521542615723205
250,9,1,"b_tc_1",-0.119298565055681,0.0156195207361885
250,9,1,"b_hw_1",-0.0367099273678014,0.00229005878118676
250,9,1,"b_ch_1",-1.09083896169577,0.0527362821559064
250,9,2,"b_tt_1",-0.289553192766618,0.0479147338165687
250,9,2,"b_tt_2",-0.0352320842022102,0.00571013595346787
250,9,2,"b_tc_1",-0.902595995952276,0.142361871247153
250,9,2,"b_tc_2",-0.0556483817826254,0.014930317811931
250,9,2,"b_hw_1",-0.0614555259259015,0.0089389808284947
250,9,2,"b_hw_2",-0.0331016014528784,0.00337897851037816
250,9,2,"b_ch_1",-2.94506060872419,0.465192823162469
250,9,2,"b_ch_2",-0.666275235494622,0.0839069302603619
250,9,2,"delta_1",0,NA
250,9,2,"delta_2",0.246062746672306,0.254696533899105
250,9,3,"b_tt_1",-0.463177342614966,0.00883912029280597
250,9,3,"b_tt_2",-0.108035840193316,0.0133906443585466
250,9,3,"b_tt_3",-0.0380056296317512,0.0684939266821163
250,9,3,"b_tc_1",-2.74526819266507,0.0289888259877448
250,9,3,"b_tc_2",-0.114717343238494,0.0242994289250265
250,9,3,"b_tc_3",-0.131347300476787,0.39772842593268
250,9,3,"b_hw_1",-0.0599723269962494,0.00999141000979395
250,9,3,"b_hw_2",-0.0236043130417784,0.00539646352029265
250,9,3,"b_hw_3",-0.076634738790829,0.0105318758514155
250,9,3,"b_ch_1",-2.98252742423852,0.178478090546412
250,9,3,"b_ch_2",-0.892339327452576,0.131858849937151
250,9,3,"b_ch_3",-1.40368147779523,0.409378514262787
250,9,3,"delta_1",0,NA
250,9,3,"delta_2",0.242307286047253,0.28295159219449
250,9,3,"delta_3",0.341987694264239,0.253732413764366
250,10,1,"b_tt_1",-0.0671609924971505,0.00554118965476482
250,10,1,"b_tc_1",-0.150077048874879,0.0174162257058369
250,10,1,"b_hw_1",-0.0365727041316957,0.00227579718084857
250,10,1,"b_ch_1",-1.14748208166332,0.0542480757630853
250,10,2,"b_tt_1",-0.352714811362835,0.0622308969345333
250,10,2,"b_tt_2",-0.0695258325728951,0.00655042124767203
250,10,2,"b_tc_1",-2.53431406879356,0.39720090625585
250,10,2,"b_tc_2",-0.102462959788598,0.0172018135898447
250,10,2,"b_hw_1",-0.0721030112583964,0.0121709604463347
250,10,2,"b_hw_2",-0.0395381363198261,0.00327069022588575
250,10,2,"b_ch_1",-2.8482859298001,0.407352656543855
250,10,2,"b_ch_2",-1.07956279082531,0.0757500001362217
250,10,2,"delta_1",0,NA
250,10,2,"delta_2",0.865966450567812,0.206413912038006
250,10,3,"b_tt_1",-0.385343043992188,0.0136933275999725
250,10,3,"b_tt_2",-0.0964187854384247,0.0103477788772497
250,10,3,"b_tt_3",-0.0545598057979721,0.0550535695137701
250,10,3,"b_tc_1",-2.73116507018818,0.0524797434417241
250,10,3,"b_tc_2",-0.112053602588493,0.0228345751108859
250,10,3,"b_tc_3",-0.20483497105567,0.373720637443633
250,10,3,"b_hw_1",-0.0725155230217768,0.01696231150708
250,10,3,"b_hw_2",-0.0243116668974345,0.00450514530107785
250,10,3,"b_hw_3",-0.104555429319804,0.0123798284742778
250,10,3,"b_ch_1",-2.94026198894196,0.214659160753242
250,10,3,"b_ch_2",-1.14878323351495,0.111057551206149
250,10,3,"b_ch_3",-1.46561558929179,0.378616455007124
250,10,3,"delta_1",0,NA
250,10,3,"delta_2",0.466705329487652,0.319711469132825
250,10,3,"delta_3",0.00773044148639216,0.289302702439402
250,11,1,"b_tt_1",-0.0684984338859825,0.0055402751959686
250,11,1,"b_tc_1",-0.165744019412955,0.0179914164560886
250,11,1,"b_hw_1",-0.0377262494985207,0.0022999924517058
250,11,1,"b_ch_1",-1.13683575803742,0.0542267372371545
250,11,2,"b_tt_1",-0.0925695935733254,0.0166148446866161
250,11,2,"b_tt_2",-0.0907394583658003,0.0140020241571904
250,11,2,"b_tc_1",-0.141032810593645,0.0866064443086695
250,11,2,"b_tc_2",-0.47435989336515,0.0270115695142552
250,11,2,"b_hw_1",-0.0417388522196536,0.00766918533608713
250,11,2,"b_hw_2",-0.0446673378176393,0.00648276572248137
250,11,2,"b_ch_1",-0.74417984282311,0.225168561326421
250,11,2,"b_ch_2",-1.96379706283307,0.123749097571281
250,11,2,"delta_1",0,NA
250,11,2,"delta_2",0.11850207938651,0.268102376374359
250,11,3,"b_tt_1",-0.222708547755354,0.0130745029159163
250,11,3,"b_tt_2",-0.0989064169959312,0.0365101114038479
250,11,3,"b_tt_3",-0.097913479065429,0.0180669887262981
250,11,3,"b_tc_1",-1.62239390517883,0.0339577053849028
250,11,3,"b_tc_2",-0.288219086577903,0.259696058458895
250,11,3,"b_tc_3",-0.136593259721552,0.0781867114457228
250,11,3,"b_hw_1",-0.0533003356383664,0.00628954789149751
250,11,3,"b_hw_2",-0.0557269660025583,0.0133014689793854
250,11,3,"b_hw_3",-0.0386231137528285,0.00770512238227919
250,11,3,"b_ch_1",-1.26486048651636,0.157386200589251
250,11,3,"b_ch_2",-2.82527988549744,0.270691498078769
250,11,3,"b_ch_3",-0.627280611323364,0.358532014048022
250,11,3,"delta_1",0,NA
250,11,3,"delta_2",0.679514847906655,0.352078373631308
250,11,3,"delta_3",0.507414020099342,0.348760656316532
250,12,1,"b_tt_1",-0.0608359159331415,0.00534611711471381
250,12,1,"b_tc_1",-0.135143193821639,0.0160319913549137
250,12,1,"b_hw_1",-0.0375455772910553,0.00232490386431366
250,12,1,"b_ch_1",-1.15881540796222,0.0548809924610775
250,12,2,"b_tt_1",-0.241392911491719,0.0312599144286043
250,12,2,"b_tt_2",-0.0374125982495858,0.00603400901548636
250,12,2,"b_tc_1",-0.899796202123582,0.11612248882875
250,12,2,"b_tc_2",-0.053779109487053,0.0147524525839329
250,12,2,"b_hw_1",-0.086016828019601,0.0150508247195449
250,12,2,"b_hw_2",-0.0265667010680809,0.00342738612376142
250,12,2,"b_ch_1",-3.09164000047075,0.334056471116804
250,12,2,"b_ch_2",-0.593760638066916,0.0899698392202729
250,12,2,"delta_1",0,NA
250,12,2,"delta_2",-0.0978333619327455,0.207903681650188
250,12,3,"b_tt_1",-0.228732763022393,0.0409142353056584
250,12,3,"b_tt_2",-0.0868793725639328,0.00911208724351652
250,12,3,"b_tt_3",-0.0819564862173618,0.0155799963907528
250,12,3,"b_tc_1",-1.75127423332485,0.296963128917612
250,12,3,"b_tc_2",-0.263554637336128,0.0206450096281361
250,12,3,"b_tc_3",-0.0956893468373519,0.0455965147788072
250,12,3,"b_hw_1",-0.0343769126485731,0.0163729645637702
250,12,3,"b_hw_2",-0.0822689940764185,0.00518422788014695
250,12,3,"b_hw_3",-0.0331909115020389,0.0144880205624084
250,12,3,"b_ch_1",-1.46303647842872,0.341206296169191
250,12,3,"b_ch_2",-2.88045899040804,0.132678203413488
250,12,3,"b_ch_3",-0.576558785941362,0.33703647470321
250,12,3,"delta_1",0,NA
250,12,3,"delta_2",0.88228033093359,0.325712590327414
250,12,3,"delta_3",0.66177769949689,0.337748101165341
250,13,1,"b_tt_1",-0.0568550369257959,0.00493274569325916
250,13,1,"b_tc_1",-0.111921462688951,0.0149262148765908
250,13,1,"b_hw_1",-0.0363469112267797,0.00227415989724334
250,13,1,"b_ch_1",-1.16189366827888,0.0539095992133671
250,13,2,"b_tt_1",-0.0895995142212122,0.0179099550034498
250,13,2,"b_tt_2",-0.0757389519339679,0.00748928064764498
250,13,2,"b_tc_1",-0.583891910394497,0.144953433337221
250,13,2,"b_tc_2",-0.101247583335664,0.0164862095586078
250,13,2,"b_hw_1",-0.054889634854089,0.00803840662330963
250,13,2,"b_hw_2",-0.036307333527625,0.00421466957604781
250,13,2,"b_ch_1",-2.25602279661584,0.212814301341575
250,13,2,"b_ch_2",-0.85648958400562,0.111734517623223
250,13,2,"delta_1",0,NA
250,13,2,"delta_2",0.308285543746607,0.280601174632675
250,13,3,"b_tt_1",-0.150224128672033,0.0216897166977381
250,13,3,"b_tt_2",-0.143029976414923,0.0102700760153634
250,13,3,"b_tt_3",-0.060791100832104,0.0181543845188959
250,13,3,"b_tc_1",-0.296229080666439,0.167395552613063
250,13,3,"b_tc_2",-1.18929081978693,0.0200121201206472
250,13,3,"b_tc_3",-0.0555434701703194,0.0423871810970652
250,13,3,"b_hw_1",-0.0596711705518348,0.00867591021140591
250,13,3,"b_hw_2",-0.0432328882573392,0.00514645679613159
250,13,3,"b_hw_3",-0.0303567287932391,0.00732608612376293
250,13,3,"b_ch_1",-2.76710664284731,0.219699944892322
250,13,3,"b_ch_2",-1.40618022293745,0.131592152596003
250,13,3,"b_ch_3",-0.318979121330525,0.277873624234664
250,13,3,"delta_1",0,NA
250,13,3,"delta_2",-0.756236213650965,0.270275321674755
250,13,3,"delta_3",-0.692621419891395,0.242759229339061
250,14,1,"b_tt_1",-0.0519451583747504,0.00529019382067951
250,14,1,"b_tc_1",-0.112579864067595,0.0170043417328734
250,14,1,"b_hw_1",-0.0399255126485318,0.00233408370350332
250,14,1,"b_ch_1",-1.11672227758057,0.0533970000568667
250,14,2,"b_tt_1",-0.28273466658932,0.0521624320681314
250,14,2,"b_tt_2",-0.0586142110051736,0.00709563711965054
250,14,2,"b_tc_1",-2.16729697430108,0.378072174304466
250,14,2,"b_tc_2",-0.0818175103214234,0.0170687246792286
250,14,2,"b_hw_1",-0.0642350549428823,0.0118552683222179
250,14,2,"b_hw_2",-0.0447753335041591,0.00330169146799816
250,14,2,"b_ch_1",-3.01165948974415,0.504029104602082
250,14,2,"b_ch_2",-0.995615977982916,0.0732643509012775
250,14,2,"delta_1",0,NA
250,14,2,"delta_2",0.916069414544372,0.206159643905385
250,14,3,"b_tt_1",-0.245467304279776,0.0144532496385645
250,14,3,"b_tt_2",-0.0828577851939853,0.0415111140434236
250,14,3,"b_tt_3",-0.0801543112018353,0.00965612663727756
250,14,3,"b_tc_1",-1.83861267549339,0.0422343384076628
250,14,3,"b_tc_2",-0.0884981361575043,0.27465059606367
250,14,3,"b_tc_3",-0.232832693624379,0.0210481478407471
250,14,3,"b_hw_1",-0.0404872553724617,0.0104037756465462
250,14,3,"b_hw_2",-0.0423258365294278,0.011913846013112
250,14,3,"b_hw_3",-0.0743721367272802,0.00468665345747846
250,14,3,"b_ch_1",-1.7051505687843,0.296651688314735
250,14,3,"b_ch_2",-0.547423391388554,0.363904964327236
250,14,3,"b_ch_3",-2.71808486618821,0.117390418395084
250,14,3,"delta_1",0,NA
250,14,3,"delta_2",0.648697713339485,0.301037697974638
250,14,3,"delta_3",0.750380185645345,0.263909888835124
250,15,1,"b_tt_1",-0.0608840578201381,0.00534973853029012
250,15,1,"b_tc_1",-0.144960490330886,0.0169045432666225
250,15,1,"b_hw_1",-0.0371538459707988,0.00230129233356007
250,15,1,"b_ch_1",-1.1233219734227,0.053425903961201
250,15,2,"b_tt_1",-0.426904957219324,0.0061990712663846
250,15,2,"b_tt_2",-0.0552265208544289,0.0636819465975726
250,15,2,"b_tc_1",-2.54284713853112,0.0179367879089742
250,15,2,"b_tc_2",-0.0901982437174035,0.389119780505607
250,15,2,"b_hw_1",-0.0586758672019763,0.0033493688896596
250,15,2,"b_hw_2",-0.0418810677780087,0.00952418009922877
250,15,2,"b_ch_1",-3.12237843709783,0.0781682054807266
250,15,2,"b_ch_2",-0.898577241726452,0.360217388878698
250,15,2,"delta_1",0,NA
250,15,2,"delta_2",0.635366803580709,0.205203093712212
250,15,3,"b_tt_1",-0.475393323905092,0.0103863043629395
250,15,3,"b_tt_2",-0.0908322325054396,0.0799821797952462
250,15,3,"b_tt_3",-0.0473017581028849,0.0115087788315391
250,15,3,"b_tc_1",-2.83526602663892,0.0364941455386033
250,15,3,"b_tc_2",-0.123781378562957,0.477174338527349
250,15,3,"b_tc_3",-0.164391370012888,0.0281194957330211
