"n","seed","K","parameter","estimate","se"
8,5,2,"b_ch_2",-0.990651611041172,NA
8,5,2,"delta_1",0,NA
8,5,2,"delta_2",-1.01964526492399,NA
8,5,3,"b_tt_1",-45.9552732146682,NA
8,5,3,"b_tt_2",-11.1594608731511,NA
8,5,3,"b_tt_3",1.11296766436445,NA
8,5,3,"b_tc_1",-161.444437420598,NA
8,5,3,"b_tc_2",-21.0587073554465,NA
8,5,3,"b_tc_3",2.6650653191001,NA
8,5,3,"b_hw_1",-9.13516522795701,NA
8,5,3,"b_hw_2",-1.12058266845683,NA
8,5,3,"b_hw_3",-0.0312585347910757,NA
8,5,3,"b_ch_1",-229.022115006612,NA
8,5,3,"b_ch_2",-34.3214594212491,NA
8,5,3,"b_ch_3",-0.297691529745099,NA
8,5,3,"delta_1",0,NA
8,5,3,"delta_2",-1.32303471236767,NA
8,5,3,"delta_3",-1.70820954356918,NA
8,5,4,"b_tt_1",-45.5085551933421,NA
8,5,4,"b_tt_2",-11.1591738296769,NA
8,5,4,"b_tt_3",1.11296469007451,NA
8,5,4,"b_tt_4",3.31332485930291,NA
8,5,4,"b_tc_1",-160.224967701616,NA
8,5,4,"b_tc_2",-21.0581347855763,NA
8,5,4,"b_tc_3",2.66505581490045,NA
8,5,4,"b_tc_4",1.40859633841993,NA
8,5,4,"b_hw_1",-9.19137593542056,NA
8,5,4,"b_hw_2",-1.12055284503047,NA
8,5,4,"b_hw_3",-0.0312586839797712,NA
8,5,4,"b_hw_4",0.930279936456824,NA
8,5,4,"b_ch_1",-229.332791304732,NA
8,5,4,"b_ch_2",-34.3208246480189,NA
8,5,4,"b_ch_3",-0.297693719745635,NA
8,5,4,"b_ch_4",7.2000290324662,NA
8,5,4,"delta_1",0,NA
8,5,4,"delta_2",-1.32303492127753,NA
8,5,4,"delta_3",-1.70820956101282,NA
8,5,4,"delta_4",-76.1940634893247,NA
8,6,1,"b_tt_1",-0.0905282421121703,0.0337457374327795
8,6,1,"b_tc_1",-0.412522785424728,0.15339160806942
8,6,1,"b_hw_1",-0.0247368613518248,0.0130353497442208
8,6,1,"b_ch_1",-1.54970435394909,0.38084667421756
8,6,2,"b_tt_1",-0.508822871204854,NA
8,6,2,"b_tt_2",-0.255596183481391,NA
8,6,2,"b_tc_1",-1.90873489170473,NA
8,6,2,"b_tc_2",-1.49523132799538,NA
8,6,2,"b_hw_1",-0.456540342466619,NA
8,6,2,"b_hw_2",-0.00859967290637404,NA
8,6,2,"b_ch_1",-7.50001866296271,NA
8,6,2,"b_ch_2",-1.55234981178167,NA
8,6,2,"delta_1",0,NA
8,6,2,"delta_2",0.132914502476302,NA
8,6,3,"b_tt_1",-69.9464240657036,NA
8,6,3,"b_tt_2",-29.5178911039823,NA
8,6,3,"b_tt_3",-22.787942227103,NA
8,6,3,"b_tc_1",16.3513295978484,NA
8,6,3,"b_tc_2",-228.26950920553,NA
8,6,3,"b_tc_3",-84.5264269109362,NA
8,6,3,"b_hw_1",10.8856652514037,NA
8,6,3,"b_hw_2",-5.84500772742546,NA
8,6,3,"b_hw_3",-21.2961233051658,NA
8,6,3,"b_ch_1",-525.298233212029,NA
8,6,3,"b_ch_2",-256.767006219127,NA
8,6,3,"b_ch_3",-341.030522041762,NA
8,6,3,"delta_1",0,NA
8,6,3,"delta_2",0.405465108255658,NA
8,6,3,"delta_3",0.405465108110377,NA
8,6,4,"b_tt_1",-45.4034167230899,NA
8,6,4,"b_tt_2",-32.6577226746234,NA
8,6,4,"b_tt_3",-10.288716253956,NA
8,6,4,"b_tt_4",1656.85616884504,NA
8,6,4,"b_tc_1",88.9573930925683,NA
8,6,4,"b_tc_2",-175.78713133281,NA
8,6,4,"b_tc_3",-97.8181607267369,NA
8,6,4,"b_tc_4",-43343.9399360639,NA
8,6,4,"b_hw_1",17.7500348285074,NA
8,6,4,"b_hw_2",-7.19115856207399,NA
8,6,4,"b_hw_3",-16.0797048283015,NA
8,6,4,"b_hw_4",7059.94134672543,NA
8,6,4,"b_ch_1",-633.844391196118,NA
8,6,4,"b_ch_2",-106.68212570026,NA
8,6,4,"b_ch_3",-884.539602360021,NA
8,6,4,"b_ch_4",1018381.78963787,NA
8,6,4,"delta_1",0,NA
8,6,4,"delta_2",0.405465108349287,NA
8,6,4,"delta_3",0.405465107926712,NA
8,6,4,"delta_4",-687058.531842176,NA
8,7,1,"b_tt_1",-0.0669648289201348,0.0464826879223863
8,7,1,"b_tc_1",-0.398160200470057,0.274720242390917
8,7,1,"b_hw_1",-0.0489845377703869,0.0147082879265739
8,7,1,"b_ch_1",-1.34974870061775,0.337763395550553
8,7,2,"b_tt_1",-0.354625878811884,NA
8,7,2,"b_tt_2",-0.1166322772173,NA
8,7,2,"b_tc_1",-2.4584088335015,NA
8,7,2,"b_tc_2",-0.244980705201789,NA
8,7,2,"b_hw_1",-0.0247093923928674,NA
8,7,2,"b_hw_2",-0.164487263857545,NA
8,7,2,"b_ch_1",-2.42911218101793,NA
8,7,2,"b_ch_2",-3.24995098866694,NA
8,7,2,"delta_1",0,NA
8,7,2,"delta_2",0.887303653371935,NA
8,7,3,"b_tt_1",-30.9206883725471,NA
8,7,3,"b_tt_2",-17.8856068962305,NA
8,7,3,"b_tt_3",-0.0432230402207581,NA
8,7,3,"b_tc_1",-258.016744013231,NA
8,7,3,"b_tc_2",-75.3284001105496,NA
8,7,3,"b_tc_3",0.319899433833391,NA
8,7,3,"b_hw_1",-7.55401229707714,NA
8,7,3,"b_hw_2",-23.0325467180294,NA
8,7,3,"b_hw_3",-0.0157548904783472,NA
8,7,3,"b_ch_1",-216.751530325115,NA
8,7,3,"b_ch_2",-383.555414853947,NA
8,7,3,"b_ch_3",-1.18326442928575,NA
8,7,3,"delta_1",0,NA
8,7,3,"delta_2",0.00567832490204673,NA
8,7,3,"delta_3",-0.377011859794072,NA
8,7,4,"b_tt_1",-46395.7534188252,NA
8,7,4,"b_tt_2",-30.5827529690604,NA
8,7,4,"b_tt_3",-28.3977582577365,NA
8,7,4,"b_tt_4",-0.0432210106049179,NA
8,7,4,"b_tc_1",-214001.839075511,NA
8,7,4,"b_tc_2",-254.279822517156,NA
8,7,4,"b_tc_3",-120.19683390382,NA
8,7,4,"b_tc_4",0.319908441115839,NA
8,7,4,"b_hw_1",-18040.9213240847,NA
8,7,4,"b_hw_2",-7.59424111489967,NA
8,7,4,"b_hw_3",-36.4665814266279,NA
8,7,4,"b_hw_4",-0.0157555149664074,NA
8,7,4,"b_ch_1",208310.474585899,NA
8,7,4,"b_ch_2",-216.962548664382,NA
8,7,4,"b_ch_3",-596.200939144087,NA
8,7,4,"b_ch_4",-1.18326833739954,NA
8,7,4,"delta_1",0,NA
8,7,4,"delta_2",1820421.25340868,NA
8,7,4,"delta_3",1820421.25908725,NA
8,7,4,"delta_4",1820420.87639763,NA
8,8,1,"b_tt_1",-0.290230070735654,0.0959648044854467
8,8,1,"b_tc_1",-1.04355414599713,0.365719361988514
8,8,1,"b_hw_1",-0.0474411019043143,0.0195919698457889
8,8,1,"b_ch_1",-1.89488793080502,0.48629173725667
8,8,2,"b_tt_1",-21.5668488146163,NA
8,8,2,"b_tt_2",-0.146471783664204,NA
8,8,2,"b_tc_1",-43.175180087788,NA
8,8,2,"b_tc_2",-0.806075684402817,NA
8,8,2,"b_hw_1",-5.81333718339875,NA
8,8,2,"b_hw_2",-0.0273084214016487,NA
8,8,2,"b_ch_1",-177.56707081904,NA
8,8,2,"b_ch_2",-0.786894647201033,NA
8,8,2,"delta_1",0,NA
8,8,2,"delta_2",-0.420286688516965,NA
8,8,3,"b_tt_1",-0.561787564719777,NA
8,8,3,"b_tt_2",10.6772446262906,NA
8,8,3,"b_tt_3",16.4824502425729,NA
8,8,3,"b_tc_1",-1.65744652298511,NA
8,8,3,"b_tc_2",36.723457984486,NA
8,8,3,"b_tc_3",-12.3211124573889,NA
8,8,3,"b_hw_1",-0.297116298397297,NA
8,8,3,"b_hw_2",-6.07982732742169,NA
8,8,3,"b_hw_3",-2.86209434758552,NA
8,8,3,"b_ch_1",-6.90382979708943,NA
8,8,3,"b_ch_2",-2.50104367104833,NA
8,8,3,"b_ch_3",-163.098821650523,NA
8,8,3,"delta_1",0,NA
8,8,3,"delta_2",-1.62908623080574,NA
8,8,3,"delta_3",-0.986814795432016,NA
8,8,4,"b_tt_1",-21938.3283977108,NA
8,8,4,"b_tt_2",-0.561792556548125,NA
8,8,4,"b_tt_3",8.2512085863801,NA
8,8,4,"b_tt_4",8.63512207745216,NA
8,8,4,"b_tc_1",-191191.919647879,NA
8,8,4,"b_tc_2",-1.65746295913346,NA
8,8,4,"b_tc_3",-26.9158416578266,NA
8,8,4,"b_tc_4",30.7964261020907,NA
8,8,4,"b_hw_1",-10282.736741055,NA
8,8,4,"b_hw_2",-0.297118557892935,NA
8,8,4,"b_hw_3",-2.63301780460941,NA
8,8,4,"b_hw_4",-34.8264992980162,NA
8,8,4,"b_ch_1",-14138.5203630039,NA
8,8,4,"b_ch_2",-6.90386949717843,NA
8,8,4,"b_ch_3",-74.5386033268397,NA
8,8,4,"b_ch_4",-3.89452504683776,NA
8,8,4,"delta_1",0,NA
8,8,4,"delta_2",32.7920946963751,NA
8,8,4,"delta_3",31.8052787064775,NA
8,8,4,"delta_4",31.1630081465591,NA
8,9,1,"b_tt_1",-0.0876103947362417,0.049286089719414
8,9,1,"b_tc_1",0.151411816214988,0.116331033812574
8,9,1,"b_hw_1",-0.0282870599809059,0.0160012475069133
8,9,1,"b_ch_1",-1.86613228177837,0.500806973100068
8,9,2,"b_tt_1",-0.270222904327573,NA
8,9,2,"b_tt_2",0.259355915079701,NA
8,9,2,"b_tc_1",-0.0612856920449509,NA
8,9,2,"b_tc_2",1.88028991584058,NA
8,9,2,"b_hw_1",-0.0151269365618725,NA
8,9,2,"b_hw_2",0.0138378842884534,NA
8,9,2,"b_ch_1",-6.41461249939253,NA
8,9,2,"b_ch_2",0.0601210631149708,NA
8,9,2,"delta_1",0,NA
8,9,2,"delta_2",-1.09820767801019,NA
8,9,3,"b_tt_1",-47.841502555435,NA
8,9,3,"b_tt_2",-0.520796672623122,NA
8,9,3,"b_tt_3",0.259467194398462,NA
8,9,3,"b_tc_1",-158.02935059811,NA
8,9,3,"b_tc_2",-0.199673528227694,NA
8,9,3,"b_tc_3",1.88087785168469,NA
8,9,3,"b_hw_1",-0.32232950713999,NA
8,9,3,"b_hw_2",-0.097243943028361,NA
8,9,3,"b_hw_3",0.0138512134253567,NA
8,9,3,"b_ch_1",-911.314195915647,NA
8,9,3,"b_ch_2",-9.63359071536134,NA
8,9,3,"b_ch_3",0.0606253207330466,NA
8,9,3,"delta_1",0,NA
8,9,3,"delta_2",0.429866150865574,NA
8,9,3,"delta_3",-0.167315810565383,NA
8,9,4,"b_tt_1",-5.16661171450623,NA
8,9,4,"b_tt_2",-0.399124082388055,NA
8,9,4,"b_tt_3",0.282299768220801,NA
8,9,4,"b_tt_4",3.70475949899823,NA
8,9,4,"b_tc_1",11.6360695538078,NA
8,9,4,"b_tc_2",-0.202340123171034,NA
8,9,4,"b_tc_3",1.82226469319575,NA
8,9,4,"b_tc_4",-6.99771645273344,NA
8,9,4,"b_hw_1",-1.09240841099033,NA
8,9,4,"b_hw_2",-0.0582843896498979,NA
8,9,4,"b_hw_3",0.0149734737538833,NA
8,9,4,"b_hw_4",-0.402488548739738,NA
8,9,4,"b_ch_1",-136.207641119426,NA
8,9,4,"b_ch_2",-7.55741016062705,NA
8,9,4,"b_ch_3",-0.0140989031277875,NA
8,9,4,"b_ch_4",-103.746115025457,NA
8,9,4,"delta_1",0,NA
8,9,4,"delta_2",-0.272463019208724,NA
8,9,4,"delta_3",-0.814664244320262,NA
8,9,4,"delta_4",-0.403664633848786,NA
8,10,1,"b_tt_1",-0.080709391865822,0.0517557398083354
8,10,1,"b_tc_1",-0.295553024152123,0.299224066297078
8,10,1,"b_hw_1",-0.033301336176397,0.0112504686312374
8,10,1,"b_ch_1",-1.0036111826804,0.27996833607577
8,10,2,"b_tt_1",-0.66209679225959,NA
8,10,2,"b_tt_2",-0.167915770115866,NA
8,10,2,"b_tc_1",-1.51572640629361,NA
8,10,2,"b_tc_2",-1.36703620384083,NA
8,10,2,"b_hw_1",-0.0168474627391318,NA
8,10,2,"b_hw_2",-0.0693680814653773,NA
8,10,2,"b_ch_1",-0.727352362533836,NA
8,10,2,"b_ch_2",-2.05107079638295,NA
8,10,2,"delta_1",0,NA
8,10,2,"delta_2",1.05001453119757,NA
8,10,3,"b_tt_1",-88.5435570653809,NA
8,10,3,"b_tt_2",-24.2871688325539,NA
8,10,3,"b_tt_3",-0.113536997531346,NA
8,10,3,"b_tc_1",-93.192261420139,NA
8,10,3,"b_tc_2",-86.4068941460712,NA
8,10,3,"b_tc_3",-1.01616475229726,NA
8,10,3,"b_hw_1",12.7948527972174,NA
8,10,3,"b_hw_2",-3.7598663029188,NA
8,10,3,"b_hw_3",-0.0618034526884909,NA
8,10,3,"b_ch_1",-286.744131693746,NA
8,10,3,"b_ch_2",-133.288346800348,NA
8,10,3,"b_ch_3",-1.47541207888012,NA
8,10,3,"delta_1",0,NA
8,10,3,"delta_2",1.01888740990134,NA
8,10,3,"delta_3",1.44217577039511,NA
8,10,4,"b_tt_1",-41.1134109613703,NA
8,10,4,"b_tt_2",-21.2218264292322,NA
8,10,4,"b_tt_3",-0.985965981674397,NA
8,10,4,"b_tt_4",-0.774911049365727,NA
8,10,4,"b_tc_1",-0.309434657625186,NA
8,10,4,"b_tc_2",-148.523903710303,NA
8,10,4,"b_tc_3",7.75145430683889,NA
8,10,4,"b_tc_4",-3.04041372043399,NA
8,10,4,"b_hw_1",7.66569652974015,NA
8,10,4,"b_hw_2",-6.64189770615558,NA
8,10,4,"b_hw_3",-5.68755564498017,NA
8,10,4,"b_hw_4",-0.0639352081560935,NA
8,10,4,"b_ch_1",-193.857394281292,NA
8,10,4,"b_ch_2",128.325805382601,NA
8,10,4,"b_ch_3",-104.56085703643,NA
8,10,4,"b_ch_4",-4.62488390096213,NA
8,10,4,"delta_1",0,NA
8,10,4,"delta_2",0.673972024403043,NA
8,10,4,"delta_3",0.692976502083264,NA
8,10,4,"delta_4",1.11130678310412,NA
8,11,1,"b_tt_1",-0.0422304967028706,0.0505741990608399
8,11,1,"b_tc_1",0.148163371786881,0.131191215768281
8,11,1,"b_hw_1",-0.0440822075500369,0.0123020299367095
8,11,1,"b_ch_1",-0.354963604678201,0.270932383515757
8,11,2,"b_tt_1",-0.0448025222722809,NA
8,11,2,"b_tt_2",3.13981095568621,NA
8,11,2,"b_tc_1",0.206064338724308,NA
8,11,2,"b_tc_2",-18.6223494188141,NA
8,11,2,"b_hw_1",-0.0346385615018475,NA
8,11,2,"b_hw_2",-2.42065520663806,NA
8,11,2,"b_ch_1",-0.754096211789141,NA
8,11,2,"b_ch_2",10.1186664936763,NA
8,11,2,"delta_1",0,NA
8,11,2,"delta_2",-1.11102396469233,NA
8,11,3,"b_tt_1",-0.436892498530084,NA
8,11,3,"b_tt_2",-0.137278806177547,NA
8,11,3,"b_tt_3",27.3715616478729,NA
8,11,3,"b_tc_1",-3.02940096783165,NA
8,11,3,"b_tc_2",0.176165928664495,NA
8,11,3,"b_tc_3",61.5510586600369,NA
8,11,3,"b_hw_1",0.017167415821066,NA
8,11,3,"b_hw_2",-0.0115367871203102,NA
8,11,3,"b_hw_3",-5.85322117237457,NA
8,11,3,"b_ch_1",0.38211006626508,NA
8,11,3,"b_ch_2",-1.52458609064676,NA
8,11,3,"b_ch_3",73.9962294792892,NA
8,11,3,"delta_1",0,NA
8,11,3,"delta_2",0.437609445123485,NA
8,11,3,"delta_3",0.388776612362629,NA
8,11,4,"b_tt_1",-0.436959746396342,NA
8,11,4,"b_tt_2",-0.129521437009423,NA
8,11,4,"b_tt_3",18.4882847783669,NA
8,11,4,"b_tt_4",69.7027816420801,NA
8,11,4,"b_tc_1",-3.02938419679958,NA
8,11,4,"b_tc_2",0.188043378864,NA
8,11,4,"b_tc_3",43.070028115566,NA
8,11,4,"b_tc_4",-471.442594254253,NA
8,11,4,"b_hw_1",0.0171628439344993,NA
8,11,4,"b_hw_2",-0.0170546787360756,NA
8,11,4,"b_hw_3",-22.0767303264688,NA
8,11,4,"b_hw_4",-255.519112927137,NA
8,11,4,"b_ch_1",0.382367274129972,NA
8,11,4,"b_ch_2",-1.48898518350878,NA
8,11,4,"b_ch_3",50.5585127244424,NA
8,11,4,"b_ch_4",1962.92319867422,NA
8,11,4,"delta_1",0,NA
8,11,4,"delta_2",0.475503373631271,NA
8,11,4,"delta_3",-0.433977156397684,NA
8,11,4,"delta_4",-0.251051230369532,NA
8,12,1,"b_tt_1",0.00859687515684907,0.0233650221523566
8,12,1,"b_tc_1",-0.0302885559766001,0.0643843916341907
8,12,1,"b_hw_1",-0.0231039639831184,0.0166800656740143
8,12,1,"b_ch_1",-1.94958164778181,0.418231951256547
8,12,2,"b_tt_1",-5.0192986904587,NA
8,12,2,"b_tt_2",-7.149270865722e-05,NA
8,12,2,"b_tc_1",-52.4012966357581,NA
8,12,2,"b_tc_2",0.00623201322131102,NA
8,12,2,"b_hw_1",-0.687796839971433,NA
8,12,2,"b_hw_2",-0.0503394229445647,NA
8,12,2,"b_ch_1",-105.531207706564,NA
8,12,2,"b_ch_2",-2.27045905019434,NA
8,12,2,"delta_1",0,NA
8,12,2,"delta_2",0.368057169009354,NA
8,12,3,"b_tt_1",-4.50876119153235,NA
8,12,3,"b_tt_2",-0.44963004119955,NA
8,12,3,"b_tt_3",-0.0315482651437683,NA
8,12,3,"b_tc_1",-47.7066046943053,NA
8,12,3,"b_tc_2",-0.256571543478863,NA
8,12,3,"b_tc_3",-0.313270932341411,NA
8,12,3,"b_hw_1",-0.407705851406994,NA
8,12,3,"b_hw_2",2.64069590141122,NA
8,12,3,"b_hw_3",-0.0576135508785889,NA
8,12,3,"b_ch_1",-96.5112404317951,NA
8,12,3,"b_ch_2",-251.280197332256,NA
8,12,3,"b_ch_3",-1.94094565758776,NA
8,12,3,"delta_1",0,NA
8,12,3,"delta_2",-0.431016481083866,NA
8,12,3,"delta_3",-0.375037743453578,NA
8,12,4,"b_tt_1",-6.00553817848582,NA
8,12,4,"b_tt_2",-0.49967376742116,NA
8,12,4,"b_tt_3",-0.382711367815049,NA
8,12,4,"b_tt_4",0.0108637873813022,NA
8,12,4,"b_tc_1",-54.7778083697825,NA
8,12,4,"b_tc_2",-0.336815693218498,NA
8,12,4,"b_tc_3",-1.80794661422754,NA
8,12,4,"b_tc_4",0.0226180399436946,NA
8,12,4,"b_hw_1",-1.30734772299601,NA
8,12,4,"b_hw_2",5.31903053309358,NA
8,12,4,"b_hw_3",-0.137000361714629,NA
8,12,4,"b_hw_4",-0.0465999277629053,NA
8,12,4,"b_ch_1",-108.204577672991,NA
8,12,4,"b_ch_2",-326.23399568672,NA
8,12,4,"b_ch_3",-3.10821958931186,NA
8,12,4,"b_ch_4",-2.3059657109081,NA
8,12,4,"delta_1",0,NA
8,12,4,"delta_2",-0.524780892304913,NA
8,12,4,"delta_3",-1.08087342887498,NA
8,12,4,"delta_4",-0.719882869657749,NA
8,13,1,"b_tt_1",-0.036087339745391,0.0373176214454074
8,13,1,"b_tc_1",0.185654674152784,0.122607136796622
8,13,1,"b_hw_1",-0.0553554635154289,0.0158721365402096
8,13,1,"b_ch_1",-1.29018127818869,0.32764916660031
8,13,2,"b_tt_1",-7.23129421493766,NA
8,13,2,"b_tt_2",-0.000630659890071658,NA
8,13,2,"b_tc_1",-24.3855647595502,NA
8,13,2,"b_tc_2",0.333490358750745,NA
8,13,2,"b_hw_1",-3.84858182650411,NA
8,13,2,"b_hw_2",-0.0238136138554811,NA
8,13,2,"b_ch_1",-70.6080944791424,NA
8,13,2,"b_ch_2",-0.554505440304133,NA
8,13,2,"delta_1",0,NA
8,13,2,"delta_2",0.0244868095819744,NA
8,13,3,"b_tt_1",-7.66749907037675,NA
8,13,3,"b_tt_2",-0.340593481228902,NA
8,13,3,"b_tt_3",0.179291037091878,NA
8,13,3,"b_tc_1",-26.2626834882739,NA
8,13,3,"b_tc_2",-0.254065200033253,NA
8,13,3,"b_tc_3",1.2127152656969,NA
8,13,3,"b_hw_1",-3.97816587849535,NA
8,13,3,"b_hw_2",-0.0638623116781148,NA
8,13,3,"b_hw_3",0.0322529785209377,NA
8,13,3,"b_ch_1",-73.4397456228473,NA
8,13,3,"b_ch_2",-1.00455977225649,NA
8,13,3,"b_ch_3",0.799105381942117,NA
8,13,3,"delta_1",0,NA
8,13,3,"delta_2",-0.445389563958762,NA
8,13,3,"delta_3",-1.00122960854101,NA
8,13,4,"b_tt_1",-7.67785039181933,NA
8,13,4,"b_tt_2",-5.86082234690395,NA
8,13,4,"b_tt_3",-0.314234390521109,NA
8,13,4,"b_tt_4",0.177162354925638,NA
8,13,4,"b_tc_1",-25.3320293646326,NA
8,13,4,"b_tc_2",6.87345786786528,NA
8,13,4,"b_tc_3",-0.273998962077773,NA
8,13,4,"b_tc_4",1.19594200766296,NA
8,13,4,"b_hw_1",-4.08270526674961,NA
8,13,4,"b_hw_2",-2.23773701748354,NA
8,13,4,"b_hw_3",-0.0509303192076076,NA
8,13,4,"b_hw_4",0.0320153774060542,NA
8,13,4,"b_ch_1",-75.4858733134498,NA
8,13,4,"b_ch_2",-98.0121020382599,NA
8,13,4,"b_ch_3",-0.448906724012879,NA
8,13,4,"b_ch_4",0.79030854790861,NA
8,13,4,"delta_1",0,NA
8,13,4,"delta_2",-0.777715092309249,NA
8,13,4,"delta_3",-1.05021526217453,NA
8,13,4,"delta_4",-1.01192682124761,NA
8,14,1,"b_tt_1",-0.0109250912919548,0.0174168728858846
8,14,1,"b_tc_1",-0.129221963335892,0.0595356358645969
8,14,1,"b_hw_1",-0.0473729335604456,0.0137550194760628
8,14,1,"b_ch_1",-0.917357341898639,0.281782523508905
8,14,2,"b_tt_1",-1.94328169306335,NA
8,14,2,"b_tt_2",-0.0118415838216539,NA
8,14,2,"b_tc_1",-70.9341339561522,NA
8,14,2,"b_tc_2",-0.0977671896046388,NA
8,14,2,"b_hw_1",-2.93991683433388,NA
8,14,2,"b_hw_2",-0.0506016488723442,NA
8,14,2,"b_ch_1",-109.026839342265,NA
8,14,2,"b_ch_2",-0.759406305000576,NA
8,14,2,"delta_1",0,NA
8,14,2,"delta_2",0.0993725906723003,NA
8,14,3,"b_tt_1",-0.00696472595499194,NA
8,14,3,"b_tt_2",0.495815349728341,NA
8,14,3,"b_tt_3",12.6481940476066,NA
8,14,3,"b_tc_1",-0.0804625378646693,NA
8,14,3,"b_tc_2",-17.8293196149062,NA
8,14,3,"b_tc_3",-187.360466590307,NA
8,14,3,"b_hw_1",-0.0339407236564602,NA
8,14,3,"b_hw_2",-10.7737472431398,NA
8,14,3,"b_hw_3",-8.05925159845528,NA
8,14,3,"b_ch_1",-0.639222437631951,NA
8,14,3,"b_ch_2",-93.2408026996336,NA
8,14,3,"b_ch_3",-347.475931085797,NA
8,14,3,"delta_1",0,NA
8,14,3,"delta_2",-0.674521995517405,NA
8,14,3,"delta_3",0.0540247451417909,NA
8,14,4,"b_tt_1",-51.3624938078482,NA
8,14,4,"b_tt_2",-0.00898018192967683,NA
8,14,4,"b_tt_3",0.194768404197599,NA
8,14,4,"b_tt_4",3.92486903714418,NA
8,14,4,"b_tc_1",-121.364104681242,NA
8,14,4,"b_tc_2",-0.262593261658689,NA
8,14,4,"b_tc_3",-0.748601939856342,NA
8,14,4,"b_tc_4",-418.245735317617,NA
8,14,4,"b_hw_1",-95.0538694828118,NA
8,14,4,"b_hw_2",-0.0700640380560598,NA
8,14,4,"b_hw_3",-0.0295928435354042,NA
8,14,4,"b_hw_4",-171.68209493471,NA
8,14,4,"b_ch_1",1386.60752894715,NA
8,14,4,"b_ch_2",-3.35591344115052,NA
8,14,4,"b_ch_3",-0.184065261601498,NA
8,14,4,"b_ch_4",-1508.74975263164,NA
8,14,4,"delta_1",0,NA
8,14,4,"delta_2",0.636998923724555,NA
8,14,4,"delta_3",0.424387058207816,NA
8,14,4,"delta_4",0.493804088879946,NA
8,15,1,"b_tt_1",-0.187038024263587,0.0666555866452053
8,15,1,"b_tc_1",-0.362885202220822,0.193033641154885
8,15,1,"b_hw_1",-0.0435663205879479,0.0149034547515468
8,15,1,"b_ch_1",-1.40844390025142,0.381661041405937
8,15,2,"b_tt_1",-102.791001645888,NA
8,15,2,"b_tt_2",-0.106402606485555,NA
8,15,2,"b_tc_1",-288.210744874694,NA
8,15,2,"b_tc_2",-0.219281507870433,NA
8,15,2,"b_hw_1",-10.5040238613975,NA
8,15,2,"b_hw_2",-0.0119552812126885,NA
8,15,2,"b_ch_1",-185.419745827658,NA
8,15,2,"b_ch_2",-0.751105265986341,NA
8,15,2,"delta_1",0,NA
8,15,2,"delta_2",-0.419369846284557,NA
8,15,3,"b_tt_1",-100.047226136678,NA
8,15,3,"b_tt_2",-0.116105487823142,NA
8,15,3,"b_tt_3",0.408327843419776,NA
8,15,3,"b_tc_1",-280.464334707974,NA
8,15,3,"b_tc_2",-0.217297258630249,NA
8,15,3,"b_tc_3",-2.80489989591293,NA
8,15,3,"b_hw_1",-10.2172482515074,NA
8,15,3,"b_hw_2",-0.00721969137248819,NA
8,15,3,"b_hw_3",-0.0869076193167379,NA
8,15,3,"b_ch_1",-180.417115863593,NA
8,15,3,"b_ch_2",-1.08077305496721,NA
8,15,3,"b_ch_3",1.21206202557266,NA
8,15,3,"delta_1",0,NA
8,15,3,"delta_2",-0.77599688274592,NA
8,15,3,"delta_3",-1.67452983052097,NA
8,15,4,"b_tt_1",-103.173390018796,NA
8,15,4,"b_tt_2",-44.3255710626675,NA
8,15,4,"b_tt_3",-0.106402942316192,NA
8,15,4,"b_tt_4",12364.3143111155,NA
8,15,4,"b_tc_1",-289.094429265162,NA
8,15,4,"b_tc_2",11747.3177602841,NA
8,15,4,"b_tc_3",-0.219281565331961,NA
8,15,4,"b_tc_4",66517.9491686577,NA
8,15,4,"b_hw_1",-10.546994488583,NA
8,15,4,"b_hw_2",4368.10341842691,NA
8,15,4,"b_hw_3",-0.0119551463379406,NA
8,15,4,"b_hw_4",593.219270497481,NA
8,15,4,"b_ch_1",-185.92103655319,NA
8,15,4,"b_ch_2",2894.30969326051,NA
8,15,4,"b_ch_3",-0.751103434064125,NA
8,15,4,"b_ch_4",-2341.13337140779,NA
8,15,4,"delta_1",0,NA
8,15,4,"delta_2",-2269.04679151503,NA
8,15,4,"delta_3",-0.419370199226116,NA
8,15,4,"delta_4",-1387.20356128594,NA
8,16,1,"b_tt_1",-0.22181342861698,0.118416132096659
8,16,1,"b_tc_1",-0.788782560283825,0.344894002584862
8,16,1,"b_hw_1",-0.0480982943977987,0.0164867660408836
8,16,1,"b_ch_1",-1.5997224462541,0.391267588875105
8,16,2,"b_tt_1",-29.8485059692626,NA
8,16,2,"b_tt_2",-0.186323726303535,NA
8,16,2,"b_tc_1",-187.54617671538,NA
8,16,2,"b_tc_2",-0.769323425878396,NA
8,16,2,"b_hw_1",-1.69691396654427,NA
8,16,2,"b_hw_2",-0.12173487804368,NA
8,16,2,"b_ch_1",-97.9985586979116,NA
8,16,2,"b_ch_2",-2.5914948280257,NA
8,16,2,"delta_1",0,NA
8,16,2,"delta_2",0.570240942728408,NA
8,16,3,"b_tt_1",-31.7640920291955,NA
8,16,3,"b_tt_2",-2.24324399890629,NA
8,16,3,"b_tt_3",-0.798717917745954,NA
8,16,3,"b_tc_1",-198.396255679389,NA
8,16,3,"b_tc_2",-2.35947891809643,NA
8,16,3,"b_tc_3",-3.6440455721829,NA
8,16,3,"b_hw_1",-1.79081083429079,NA
