"n","seed","K","ok","n_starts_ok","LL","n_par","AIC","BIC","min_class_share","hessian_ok","secs","usable","verdict","problems"
250,15,3,TRUE,8,-964.426817965713,14,1956.85363593143,2036.9152328642,0.249403442030385,TRUE,27.9050931930542,TRUE,"ok",""
250,16,1,TRUE,1,-1060.32067675784,4,2128.64135351567,2151.51609549647,1,TRUE,0.566707134246826,TRUE,"ok",""
250,16,2,TRUE,8,-991.234888353315,9,2000.46977670663,2051.93794616342,0.259502206269817,TRUE,19.6051211357117,TRUE,"ok",""
250,16,3,TRUE,8,-947.720777441666,14,1923.44155488333,2003.50315181611,0.219077013437208,TRUE,27.3354539871216,TRUE,"ok",""
250,17,1,TRUE,1,-1077.44858048744,4,2162.89716097489,2185.77190295568,1,TRUE,0.464085102081299,TRUE,"ok",""
250,17,2,TRUE,8,-1002.04016378493,9,2022.08032756986,2073.54849702664,0.487883561229488,TRUE,15.0179588794708,TRUE,"ok",""
250,17,3,TRUE,8,-972.414021449419,14,1972.82804289884,2052.88963983162,0.134182071082267,TRUE,35.1296010017395,TRUE,"ok",""
250,18,1,TRUE,1,-1074.51092932654,4,2157.02185865308,2179.89660063387,1,TRUE,0.561276912689209,TRUE,"ok",""
250,18,2,TRUE,8,-996.403920308125,9,2010.80784061625,2062.27601007304,0.305599984787894,TRUE,24.6858460903168,TRUE,"ok",""
250,18,3,TRUE,8,-959.484729122984,14,1946.96945824597,2027.03105517875,0.254318517761924,TRUE,31.300873041153,TRUE,"ok",""
250,19,1,TRUE,1,-1046.15755961307,4,2100.31511922613,2123.18986120693,1,TRUE,0.483583927154541,TRUE,"ok",""
250,19,2,TRUE,8,-981.11946120391,9,1980.23892240782,2031.70709186461,0.477721447744083,TRUE,18.4163329601288,TRUE,"ok",""
250,19,3,TRUE,8,-947.091778687955,14,1922.18355737591,2002.24515430869,0.20822278378524,TRUE,27.1870059967041,TRUE,"ok",""
250,20,1,TRUE,1,-1084.47923561299,4,2176.95847122599,2199.83321320678,1,TRUE,0.719332933425903,TRUE,"ok",""
250,20,2,TRUE,8,-1032.40509090824,9,2082.81018181649,2134.27835127328,0.447770648336173,TRUE,13.4882011413574,TRUE,"ok",""
250,20,3,TRUE,8,-993.11665653929,14,2014.23331307858,2094.29491001136,0.201898731222165,TRUE,22.3090841770172,TRUE,"ok",""
150,1,1,TRUE,1,-620.259507722543,4,1248.51901544509,1269.35045493082,1,TRUE,0.268151044845581,TRUE,"ok",""
150,1,2,TRUE,8,-567.311360324897,9,1152.62272064979,1199.49345949269,0.495611562755837,TRUE,7.27909398078918,TRUE,"ok",""
150,1,3,TRUE,8,-543.238340620025,14,1114.47668124005,1187.3867194401,0.290121310802513,TRUE,16.0940661430359,TRUE,"ok",""
150,2,1,TRUE,1,-676.331395097838,4,1360.66279019568,1381.49422968141,1,TRUE,0.428958177566528,TRUE,"ok",""
150,2,2,TRUE,8,-630.639799825294,9,1279.27959965059,1326.15033849348,0.400738213175779,TRUE,12.3250820636749,TRUE,"ok",""
150,2,3,TRUE,8,-600.86704047902,14,1229.73408095804,1302.64411915809,0.2532133665838,TRUE,24.0461509227753,TRUE,"ok",""
150,3,1,TRUE,1,-626.297928676789,4,1260.59585735358,1281.42729683931,1,TRUE,0.480132102966309,TRUE,"ok",""
150,3,2,TRUE,8,-585.846023015058,9,1189.69204603012,1236.56278487301,0.474353341882355,TRUE,11.8866620063782,TRUE,"ok",""
150,3,3,TRUE,8,-556.164415174594,14,1140.32883034919,1213.23886854924,0.178214119339732,TRUE,21.8395848274231,TRUE,"ok",""
150,4,1,TRUE,1,-589.371681381444,4,1186.74336276289,1207.57480224862,1,TRUE,0.507865905761719,TRUE,"ok",""
150,4,2,TRUE,8,-550.512857816571,9,1119.02571563314,1165.89645447603,0.423527062338413,TRUE,12.4445168972015,TRUE,"ok",""
150,4,3,TRUE,8,-511.266016656258,14,1050.53203331252,1123.44207151257,0.103307799530835,TRUE,24.3679990768433,FALSE,"WRONG SIGN","wrong_sign"
150,5,1,TRUE,1,-624.868585146744,4,1257.73717029349,1278.56860977922,1,TRUE,0.5382399559021,TRUE,"ok",""
150,5,2,TRUE,8,-577.930622341547,9,1173.86124468309,1220.73198352599,0.472775478325054,TRUE,16.9427437782288,TRUE,"ok",""
150,5,3,TRUE,8,-557.619461714987,14,1143.23892342997,1216.14896163003,0.294868654378562,TRUE,22.4479780197144,TRUE,"ok",""
150,6,1,TRUE,1,-635.807606692825,4,1279.61521338565,1300.44665287138,1,TRUE,0.615543842315674,TRUE,"ok",""
150,6,2,TRUE,8,-584.558772636039,9,1187.11754527208,1233.98828411497,0.431207134958099,TRUE,16.8512389659882,TRUE,"ok",""
150,6,3,TRUE,8,-544.678365059058,14,1117.35673011812,1190.26676831817,0.207130784720011,TRUE,27.0987529754639,TRUE,"ok",""
150,7,1,TRUE,1,-630.854956805747,4,1269.70991361149,1290.54135309722,1,TRUE,0.677488088607788,TRUE,"ok",""
150,7,2,TRUE,8,-578.538237473499,9,1175.076474947,1221.94721378989,0.481737219801826,TRUE,19.1232080459595,TRUE,"ok",""
150,7,3,TRUE,8,-535.419724416975,14,1098.83944883395,1171.749487034,0.239723033448,TRUE,23.8251070976257,TRUE,"ok",""
150,8,1,TRUE,1,-637.936747085232,4,1283.87349417046,1304.70493365619,1,TRUE,0.435184955596924,TRUE,"ok",""
150,8,2,TRUE,8,-578.38217681759,9,1174.76435363518,1221.63509247807,0.47573286055359,TRUE,6.45755100250244,TRUE,"ok",""
150,8,3,TRUE,8,-554.432789082124,14,1136.86557816425,1209.7756163643,0.233906648257723,TRUE,20.4366230964661,TRUE,"ok",""
150,9,1,TRUE,1,-661.329724018192,4,1330.65944803638,1351.49088752211,1,TRUE,0.444297790527344,TRUE,"ok",""
150,9,2,TRUE,8,-604.22126036571,9,1226.44252073142,1273.31325957431,0.272551161391306,TRUE,15.8417210578918,TRUE,"ok",""
150,9,3,TRUE,8,-577.385067909267,14,1182.77013581853,1255.68017401859,0.255840336857938,TRUE,23.1113030910492,TRUE,"ok",""
150,10,1,TRUE,1,-653.955364031506,4,1315.91072806301,1336.74216754874,1,TRUE,0.526415109634399,TRUE,"ok",""
150,10,2,TRUE,8,-586.017735315548,9,1190.0354706311,1236.90620947399,0.245844524312573,TRUE,13.2055199146271,TRUE,"ok",""
150,10,3,TRUE,8,-556.340849429296,14,1140.68169885859,1213.59173705865,0.210005872762721,TRUE,25.4436559677124,TRUE,"ok",""
150,11,1,TRUE,1,-660.384972215264,4,1328.76994443053,1349.60138391626,1,TRUE,0.576926946640015,TRUE,"ok",""
150,11,2,TRUE,8,-615.751211230082,9,1249.50242246016,1296.37316130306,0.180430042286568,TRUE,17.8034639358521,TRUE,"ok",""
150,11,3,TRUE,8,-581.325322716902,14,1190.6506454338,1263.56068363386,0.204628747711451,TRUE,27.0289850234985,FALSE,"WRONG SIGN","wrong_sign"
150,12,1,TRUE,1,-648.925630580683,4,1305.85126116137,1326.6827006471,1,TRUE,0.696158885955811,TRUE,"ok",""
150,12,2,TRUE,8,-588.401061826771,9,1194.80212365354,1241.67286249643,0.450470287857134,TRUE,12.6711640357971,TRUE,"ok",""
150,12,3,TRUE,8,-561.09509044014,14,1150.19018088028,1223.10021908033,0.162912624235879,TRUE,25.2920458316803,TRUE,"ok",""
150,13,1,TRUE,1,-635.483990132129,4,1278.96798026426,1299.79941974999,1,TRUE,0.657440900802612,TRUE,"ok",""
150,13,2,TRUE,8,-579.681329946408,9,1177.36265989282,1224.23339873571,0.279534472187839,TRUE,13.4533770084381,TRUE,"ok",""
150,13,3,TRUE,8,-547.466102440571,14,1122.93220488114,1195.8422430812,0.231153158041969,FALSE,24.2429721355438,FALSE,"NO COVARIANCE","no_covariance"
150,14,1,TRUE,1,-659.387676515544,4,1326.77535303109,1347.60679251682,1,TRUE,0.528295993804932,TRUE,"ok",""
150,14,2,TRUE,8,-605.489392539171,9,1228.97878507834,1275.84952392123,0.209279821219429,TRUE,12.0753951072693,TRUE,"ok",""
150,14,3,TRUE,8,-582.366433677084,14,1192.73286735417,1265.64290555422,0.172521344669749,TRUE,19.1150739192963,TRUE,"ok",""
150,15,1,TRUE,1,-657.822567791505,4,1323.64513558301,1344.47657506874,1,TRUE,0.536051034927368,TRUE,"ok",""
150,15,2,TRUE,8,-606.153805371681,9,1230.30761074336,1277.17834958625,0.354057334780518,TRUE,19.7969419956207,TRUE,"ok",""
150,15,3,TRUE,8,-591.218369515327,14,1210.43673903065,1283.34677723071,0.220549942239482,TRUE,24.569641828537,TRUE,"ok",""
150,16,1,TRUE,1,-643.469012225797,4,1294.93802445159,1315.76946393732,1,TRUE,0.233731985092163,TRUE,"ok",""
150,16,2,TRUE,8,-587.461775908528,9,1192.92355181706,1239.79429065995,0.407062187777968,TRUE,11.9898071289062,TRUE,"ok",""
150,16,3,TRUE,8,-554.429552634238,14,1136.85910526848,1209.76914346853,0.261066571672511,TRUE,22.3118000030518,TRUE,"ok",""
150,17,1,TRUE,1,-654.176977495288,4,1316.35395499058,1337.18539447631,1,TRUE,0.398310899734497,TRUE,"ok",""
150,17,2,TRUE,8,-602.013515531939,9,1222.02703106388,1268.89776990677,0.468282827380331,TRUE,12.4277789592743,TRUE,"ok",""
150,17,3,TRUE,8,-573.114986166699,14,1174.2299723334,1247.14001053345,0.192489222453186,TRUE,20.5197260379791,TRUE,"ok",""
150,18,1,TRUE,1,-648.156298532752,4,1304.3125970655,1325.14403655123,1,TRUE,0.481660127639771,TRUE,"ok",""
150,18,2,TRUE,8,-595.613533759253,9,1209.22706751851,1256.0978063614,0.329900123937282,TRUE,14.1741540431976,TRUE,"ok",""
150,18,3,TRUE,8,-568.256656528615,14,1164.51331305723,1237.42335125728,0.201831525288668,TRUE,19.3962261676788,TRUE,"ok",""
150,19,1,TRUE,1,-617.217248644286,4,1242.43449728857,1263.2659367743,1,TRUE,0.343003034591675,TRUE,"ok",""
150,19,2,TRUE,8,-573.96431805587,9,1165.92863611174,1212.79937495463,0.472186664358616,TRUE,17.7214510440826,TRUE,"ok",""
150,19,3,TRUE,8,-549.579823712596,14,1127.15964742519,1200.06968562525,0.100468705539024,TRUE,25.6731841564178,TRUE,"ok",""
150,20,1,TRUE,1,-632.069381818609,4,1272.13876363722,1292.97020312295,1,TRUE,0.617629051208496,TRUE,"ok",""
150,20,2,TRUE,8,-602.940582607748,9,1223.8811652155,1270.75190405839,0.467471528901842,TRUE,11.4889500141144,TRUE,"ok",""
150,20,3,TRUE,8,-573.38641060093,14,1174.77282120186,1247.68285940191,0.204596934769379,TRUE,18.6576099395752,TRUE,"ok",""
100,1,1,TRUE,1,-410.233390192094,4,828.466780384188,847.676359437485,1,TRUE,0.562744140625,TRUE,"ok",""
100,1,2,TRUE,8,-373.458588646828,9,764.917177293656,808.138730163575,0.262682238473947,TRUE,12.5192239284515,FALSE,"WRONG SIGN","wrong_sign"
100,1,3,TRUE,8,-342.4457628414,14,712.8915256828,780.12505236934,0.158667114690326,TRUE,21.1936509609222,FALSE,"WRONG SIGN","wrong_sign"
100,2,1,TRUE,1,-449.150847640087,4,906.301695280174,925.511274333471,1,TRUE,0.529484987258911,TRUE,"ok",""
100,2,2,TRUE,8,-419.498818537049,9,856.997637074097,900.219189944016,0.43439679105004,TRUE,11.3746440410614,TRUE,"ok",""
100,2,3,TRUE,8,-394.452084684232,14,816.904169368463,884.137696055003,0.280095933534245,TRUE,19.6450171470642,TRUE,"ok",""
100,3,1,TRUE,1,-415.772724057647,4,839.545448115294,858.755027168592,1,TRUE,0.548821926116943,TRUE,"ok",""
100,3,2,TRUE,8,-383.742584839434,9,785.485169678868,828.706722548787,0.397134747250161,TRUE,12.2267780303955,TRUE,"ok",""
100,3,3,TRUE,8,-370.924296538261,14,769.848593076522,837.082119763062,0.239621708270495,TRUE,18.9178681373596,TRUE,"ok",""
100,4,1,TRUE,1,-407.032138107339,4,822.064276214678,841.273855267975,1,TRUE,0.498276948928833,TRUE,"ok",""
100,4,2,TRUE,8,-383.631248529673,9,785.262497059347,828.484049929266,0.454275527460553,TRUE,10.6059200763702,TRUE,"ok",""
100,4,3,TRUE,8,-370.220989113482,14,768.441978226965,835.675504913505,0.270338745962479,TRUE,13.6394710540771,TRUE,"ok",""
100,5,1,TRUE,1,-407.214174624975,4,822.42834924995,841.637928303247,1,TRUE,0.286913156509399,TRUE,"ok",""
100,5,2,TRUE,8,-367.483218736905,9,752.96643747381,796.187990343729,0.414844048409777,TRUE,5.84672522544861,FALSE,"WRONG SIGN","wrong_sign"
100,5,3,TRUE,8,-349.588685266808,14,727.177370533616,794.410897220156,0.166354715453121,TRUE,19.1837198734283,TRUE,"ok",""
100,6,1,TRUE,1,-417.935922160759,4,843.871844321517,863.081423374815,1,TRUE,0.560582160949707,TRUE,"ok",""
100,6,2,TRUE,8,-376.16805639853,9,770.33611279706,813.557665666979,0.368050030013526,TRUE,17.8309171199799,TRUE,"ok",""
100,6,3,TRUE,8,-351.541210002369,14,731.082420004738,798.315946691278,0.197297771378536,TRUE,20.2539169788361,TRUE,"ok",""
100,7,1,TRUE,1,-409.401595887611,4,826.803191775221,846.012770828519,1,TRUE,0.514157056808472,TRUE,"ok",""
100,7,2,TRUE,8,-360.495901745912,9,738.991803491824,782.213356361743,0.339881093005217,TRUE,11.5795021057129,TRUE,"ok",""
100,7,3,TRUE,8,-338.08194727688,14,704.16389455376,771.397421240301,0.193886552224494,TRUE,24.9597499370575,FALSE,"WRONG SIGN","wrong_sign"
100,8,1,TRUE,1,-444.476461535894,4,896.952923071789,916.162502125086,1,TRUE,0.741782903671265,TRUE,"ok",""
100,8,2,TRUE,8,-401.387584509699,9,820.775169019399,863.996721889317,0.493754078601049,TRUE,11.4664280414581,TRUE,"ok",""
100,8,3,TRUE,8,-382.258383541641,14,792.516767083282,859.750293769823,0.128393774395139,TRUE,18.2180020809174,TRUE,"ok",""
100,9,1,TRUE,1,-414.531849686792,4,837.063699373584,856.273278426881,1,TRUE,0.432799100875854,TRUE,"ok",""
100,9,2,TRUE,8,-382.356853669336,9,782.713707338671,825.93526020859,0.453297331084644,TRUE,24.2436761856079,TRUE,"ok",""
100,9,3,TRUE,8,-363.218212576167,14,754.436425152334,821.669951838875,0.212029978504515,TRUE,18.938973903656,TRUE,"ok",""
100,10,1,TRUE,1,-439.306853051477,4,886.613706102955,905.823285156252,1,TRUE,0.476078033447266,TRUE,"ok",""
100,10,2,TRUE,8,-394.3459386077,9,806.691877215401,849.91343008532,0.275450974688723,TRUE,9.17943406105042,TRUE,"ok",""
100,10,3,TRUE,8,-376.303558569321,14,780.607117138642,847.840643825182,0.20792197375123,TRUE,20.5028469562531,TRUE,"ok",""
100,11,1,TRUE,1,-432.239248723749,4,872.478497447497,891.688076500794,1,TRUE,0.238116979598999,TRUE,"ok",""
100,11,2,TRUE,8,-400.796452512731,9,819.592905025462,862.814457895381,0.275321081351169,TRUE,12.3948330879211,FALSE,"WRONG SIGN","wrong_sign"
100,11,3,TRUE,8,-380.335487859057,14,788.670975718115,855.904502404655,0.254614305288272,TRUE,21.7496728897095,FALSE,"WRONG SIGN","wrong_sign"
100,12,1,TRUE,1,-427.641869110556,4,863.283738221112,882.493317274409,1,TRUE,0.421028137207031,TRUE,"ok",""
100,12,2,TRUE,8,-386.587629609233,9,791.175259218466,834.396812088385,0.281481620890959,TRUE,9.71374797821045,TRUE,"ok",""
100,12,3,TRUE,8,-360.91750639436,14,749.83501278872,817.06853947526,0.185919480188572,TRUE,17.533863067627,TRUE,"ok",""
100,13,1,TRUE,1,-416.700763153575,4,841.401526307151,860.611105360448,1,TRUE,0.499320030212402,TRUE,"ok",""
100,13,2,TRUE,8,-377.474945651806,9,772.949891303612,816.171444173531,0.273810616348822,TRUE,13.0230610370636,TRUE,"ok",""
100,13,3,TRUE,8,-350.333271014291,14,728.666542028581,795.900068715122,0.161444007717468,TRUE,18.8663849830627,TRUE,"ok",""
100,14,1,TRUE,1,-422.715562521782,4,853.431125043564,872.640704096862,1,TRUE,0.577090978622437,TRUE,"ok",""
100,14,2,TRUE,8,-398.516292847021,9,815.032585694041,858.25413856396,0.149041638734471,TRUE,10.2083919048309,FALSE,"WRONG SIGN","wrong_sign"
100,14,3,TRUE,8,-380.356308424763,14,788.712616849526,855.946143536067,0.138030498462156,TRUE,18.0285789966583,FALSE,"WRONG SIGN","wrong_sign"
100,15,1,TRUE,1,-434.594075674387,4,877.188151348774,896.397730402071,1,TRUE,0.453417778015137,TRUE,"ok",""
100,15,2,TRUE,8,-401.687193624314,9,821.374387248627,864.595940118546,0.445029021919671,TRUE,10.3118171691895,TRUE,"ok",""
100,15,3,TRUE,8,-383.114926346407,14,794.229852692814,861.463379379354,0.134571752955197,TRUE,19.9090909957886,TRUE,"ok",""
100,16,1,TRUE,1,-419.403214062122,4,846.806428124245,866.016007177542,1,TRUE,0.544214963912964,TRUE,"ok",""
100,16,2,TRUE,8,-376.988902386334,9,771.977804772669,815.199357642588,0.454202050581347,TRUE,10.4381430149078,TRUE,"ok",""
100,16,3,TRUE,8,-357.380741082758,14,742.761482165517,809.995008852057,0.232923302707225,TRUE,17.0895988941193,TRUE,"ok",""
100,17,1,TRUE,1,-427.220025625707,4,862.440051251415,881.649630304712,1,TRUE,0.66369104385376,TRUE,"ok",""
100,17,2,TRUE,8,-393.365828972018,9,804.731657944037,847.953210813956,0.410592060390745,TRUE,8.23366594314575,TRUE,"ok",""
